HITId,tweet,sentiment,directness,annotator_sentiment,target,group
4545,@user couldn\u2019t you say the same thing about Lil Yachty or any rapper that used faggot in the last couple of years,normal,indirect,anger_shock,sexual_orientation,gay
4546,Democrats don't want to give Brett Kavanaugh due proces rights but want to give illegal aliens all possible due pr… @URL,offensive,indirect,sadness_indifference,origin,left_wing_people
4547,Nah nah we just bully these retarded ahh fortnite players @URL,offensive,indirect,anger_indifference,disability,special_needs
4548,@user Yeah the twat has a tweet for everything.,offensive_normal,indirect,anger_indifference,other,women
4549,That’s my negro right there,offensive,indirect,anger_indifference,origin,women
4550,i have a crush on everyone UNTIL they say some ignorant bs. the second a cute boy goes “ching chong” or “trump” or… @URL,offensive,indirect,anger_indifference,origin,muslims
4551,@user And when a White Nationalist say heritage and it's okay to be white it has a difference meaning to them.,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,other
4552,Robert Bower is a leftist terrorist @URL,normal,indirect,anger_confusion_sadness_shock_indifference,gender,left_wing_people
4553,@user @user what is it with me nightposting and using retarded grammar,offensive_normal,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
4554,@user @user you started smoking weed like 8 months ago you old faggot,offensive,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other
4555,Sad STD daily raghead news from Muslims and sand people! They fight all the time the Bible says so! My Point!\ud83d\ude0e\ud83d\ude0e\ud83d\ude0e @URL,offensive,indirect,fear_indifference,religion,other
4556,@user @user @user first off learn to type fucking mongoloid. second off u think when an artis\u2026 @URL,offensive,indirect,fear_indifference,disability,special_needs
4557,And that house nigger was there doing googoo gaga with her @URL,abusive_offensive,indirect,fear_indifference,origin,hispanics
4558,always that one cunt you just fucking hate,fearful_abusive_offensive_hateful_disrespectful,indirect,fear_indifference,gender,women
4559,@user @user “youre like the only one who listens to that stuff” “nobody knows what kpop is” “ching chong music”,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_disgust,origin,special_needs
4560,When I was 12 years old I was told \u201c I will rape your family you fucking nigger spic bitch\u201d because I had a 25 kill\u2026 @URL,abusive_hateful,direct,confusion_disgust,origin,hispanics
4561,@user ugly ass bitch learn proper English fatass bitch your ugly &amp; so is your retarded child,offensive,direct,confusion_disgust,gender,women
4562,@user @user @user @user @user @user Listen chump.. don't tell non Zionist Je\u2026 @URL,abusive_offensive,indirect,confusion_indifference,other,left_wing_people
4563,terrorist leftist,hateful_disrespectful,indirect,confusion_indifference,other,other
4564,@user @user I just saw a bunch of screenshots of today's shooter's gab. He hates Trump hates Jews. A leftist\u2026 @URL,offensive,indirect,confusion_indifference,other,left_wing_people
4565,@user It’s okay to be white but this is not okay.,offensive,indirect,confusion_indifference,origin,other
4566,rey’s evil ass coming to spoil the fun: nigger.,offensive,indirect,confusion_indifference,origin,other
4567,@user Oh my bad then I took the feminazi statement to sound political,offensive,indirect,confusion_indifference,other,special_needs
4568,Now if more Americans were paying attention like this guy it might make that shithole country great again. @URL,offensive,indirect,confusion_disgust,origin,other
4569,@user @user @user @user @user No he wasn't retard keep lying,offensive,indirect,confusion_disgust,disability,special_needs
4570,@user its a method to my madness ik im retarded but im a geniud,offensive,indirect,confusion_disgust,disability,other
4571,@user u fuckin nigger...,offensive,direct,anger_disgust,origin,individual
4572,I got called a faggot at work today,offensive,indirect,anger_disgust,sexual_orientation,individual
4573,@user negro we don’t need clips to be posted. we need people to be streaming.,abusive_disrespectful,indirect,shock_disgust,origin,african_descent
4574,@user Look at your very first tweet man. Not THIS thread. You Fuccin cunt of an idiot.,abusive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,gender,women
4575,@user This is him on my wacom while I try to work. @URL,normal,indirect,anger_confusion_sadness_shock_disgust,other,other
4576,@user What an absolute retard,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
4577,@user What have I ever said that denies that? You\u2019re a fucking retard dude. Go ahead and kill someone for I\u2026 @URL,hateful,direct,anger_confusion_sadness_shock_disgust,disability,special_needs
4578,If y\u2019all still use \u201cretarded\u201d to describe something ridiculous or stupid I just want you to know that you deserve\u2026 @URL,normal,indirect,anger_indifference,other,other
4579,Blame Reagan for this he got rid of the retard bins so now we have Gab,offensive_normal,indirect,anger_disgust,disability,special_needs
4580,am i retard?,normal,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs
4581,@user @user From the right you twat.,offensive,indirect,anger_confusion_sadness_shock_indifference,gender,women
4582,@user quit stealing my punchline faggot,offensive_hateful,direct,anger_confusion_sadness_shock_indifference,sexual_orientation,other
4583,\u201cWho\u2019s gonna save this shithole of a country once Trump leaves office?\u201d\n\u201cKanye\u201d \n~KTSADB,offensive,indirect,anger_indifference,origin,other
4584,Yup. You got it. It wont be fleeing shithole countries ruled by evil people nope it'll be Trump is evil. Trump w\u2026 @URL,hateful,indirect,anger_confusion_fear_shock_disgust,origin,immigrants
4585,@user @user @user have gone full retard 1. added dab and floss in september and now floss,offensive,indirect,sadness_disgust,disability,special_needs
4586,@user how is this mongoloid allowed within 1000 feet of a university\n\nfrankly outrageous,offensive,direct,sadness_disgust,origin,individual
4587,Trump culture. Who\u2019s a shithole country again? #Despicable @URL,normal,indirect,sadness_indifference,origin,other
4588,@user Deadass! I stay getting “ching chong music” people and it’s like... can you come up w sumn else? L… @URL,abusive_offensive,indirect,shock_disgust,origin,muslims
4589,Whats hatnen its ya chinaman lukaine here wit the kicking flava pimp shit,hateful,indirect,shock_disgust,origin,other
4590,Anytime anyone says fag or faggot I casually ask how the 6th grade is going. Like are really still calling people that in 2018 LMAO,fearful_offensive_hateful_disrespectful_normal,indirect,shock_disgust,sexual_orientation,other
4591,@user I say banishment. Send Trump and people like to Trump to places like shithole countries in Africa Me\u2026 @URL,offensive_hateful,indirect,shock_disgust,origin,individual
4592,@user you listen to ching chong music,offensive_normal,indirect,shock_disgust,origin,other
4593,@user @user @user @user @user @user and she ended ching chong girls aka @user too. Legend only.,offensive,indirect,anger_fear_shock_indifference_disgust,origin,special_needs
4594,@user @user Rightly said dinkan..may be the ppl in those temples are retarded...but here in kerala all f\u2026 @URL,offensive,indirect,anger_fear_shock_indifference_disgust,religion,special_needs
4595,Old dirty jew bitch absolutely protecting the entire jewed up structure of filth.,offensive,indirect,anger_sadness_shock_indifference_disgust,religion,individual
4596,If it weren’t for the ravens I would’ve quit watching the nigger felon league years ago,hateful_normal,indirect,indifference_disgust,origin,other
4597,This country is an antisemitic shithole,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
4598,@user I knew his ass was racist he has a \u201cu wetback go back to your country\u201d kinda face,offensive,indirect,shock_disgust,origin,individual
4599,\u201cYou are getting twat\u201d\n\n\u201cEverybody wants that\u201d\n#GoIRISH #pasttenseoftweet,fearful_abusive_offensive_disrespectful_normal,indirect,confusion_fear_shock_sadness_disgust,gender,women
4600,you intention lookin' ass mongoloid #ass #bot,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,women
4601,@user He\u2019s some sort of cunt mate,offensive,indirect,confusion_fear_shock_sadness_disgust,other,women
4602,@user @user PALACE under SEIZED\nTRUMP ADMN must\nFIRE leftist \nWH CHIEF of STAFF\nJOHN KERRY\nHH\u2026 @URL,offensive,indirect,confusion_fear_shock_sadness_disgust,other,other
4603,2nd &amp; 22 Eddie fucking dumbass retard Gran decides to run a bubble screen. Fire his dumb ass.,offensive,indirect,sadness_indifference,disability,special_needs
4604,@user twat,offensive,indirect,anger_fear_shock_indifference_disgust,gender,women
4605,@user I ain’t a starving nigger like u,offensive,indirect,anger_fear_shock_indifference_disgust,origin,african_descent
4606,@user Signs of a retard person\ud83d\ude02,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
4607,@user Shut up Farmer. You are clearly retarded,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
4608,Again I'm never dissapointed with some of the comments here. Plain ignorance and honestly retarded. Zzzz @URL,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
4609,feminazi,offensive,indirect,anger_fear_shock_indifference_disgust,gender,women
4610,my mom is turning into me she called our dog a dumb retard,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
4611,@user Leave your mongoloid manager in Boston PLEASE.,abusive_offensive,indirect,anger_sadness_shock_indifference_disgust,origin,special_needs
4612,According to #23andme 99% of my ancestors travelled here by ocean-going caravans from shithole countries with authoritarian leaders.,abusive_disrespectful_hateful_normal,indirect,anger_fear_shock_indifference_disgust,origin,other
4613,@user Seriously go back to your country with that shit dead ass,offensive,indirect,anger_fear_shock_indifference_disgust,origin,individual
4614,@user @user Boy Og that was kb faggot ass,offensive_hateful,direct,anger_fear_shock_indifference_disgust,sexual_orientation,indian/hindu
4615,@user Is this dude retarded the standard Xbox doesn't even play red dead at 900p 30 fps lol,abusive_offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
4616,@user @user Thanks i thought it was ching chong cheng,offensive,indirect,anger_fear_shock_indifference_disgust,origin,special_needs
4617,@user futurama made people less retarded than the simpsons,abusive_disrespectful,indirect,shock_indifference,other,other
4618,@user @user No he included you too it\u2019s basic good grammar retard,offensive_hateful,indirect,shock_indifference,disability,special_needs
4619,wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy dyke wenjoy\u2026 @URL,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other
